Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,wind_speed_squared,humidity_times_windspeed,pressure_change_3h,humidity_change_3h,wind_speed_change_3h,Station Name_Foster Weather Station,Station Name_Oak Street Weather Station
20.9,83.0,0.0,0.0,73.5,0.0,197,1.1,2.8,989.5,153.0,342.0,12.1,1.2100000000000002,91.3,0.2999999999999545,-1.0,-1.1999999999999995,False,True
21.1,94.0,0.0,0.0,178.8,0.0,191,3.1,4.8,989.1,151.0,354.0,11.9,9.61,291.40000000000003,-0.6000000000000227,8.0,0.2000000000000001,False,False
20.8,92.0,0.0,0.0,178.8,0.0,146,0.7,1.1,988.0,141.0,355.0,11.9,0.4899999999999999,64.39999999999999,-0.5,8.0,-1.9,False,False
20.8,84.0,0.0,0.0,178.8,0.0,72,1.0,1.5,987.8,0.0,355.0,15.1,1.0,84.0,-1.7000000000000457,1.0,-0.1,True,False
20.6,86.0,0.0,0.0,178.8,0.0,140,3.0,4.1,986.8,0.0,354.0,15.1,9.0,258.0,-2.300000000000068,-8.0,-0.1,True,False
20.1,83.0,0.0,0.0,73.5,0.0,100,1.8,3.8,987.5,57.0,342.0,12.1,3.24,149.4,-0.5,-9.0,1.1,False,True
20.6,94.0,0.0,0.0,178.8,0.0,153,0.4,1.0,987.1,79.0,354.0,11.9,0.16,37.6,-0.6999999999999318,10.0,-0.6,False,False
20.2,88.0,0.0,0.0,73.5,0.0,101,2.3,5.4,985.6,-2.0,342.0,12.1,5.289999999999999,202.4,-1.1999999999999318,2.0,-0.7000000000000002,False,True
18.1,85.0,0.0,0.0,162.1,0.0,139,3.8,4.6,985.1,0.0,354.0,15.1,14.44,323.0,-2.3999999999999773,2.0,2.0,True,False
20.7,94.0,0.0,0.0,178.8,0.0,151,1.7,3.0,985.0,2.0,354.0,12.0,2.8899999999999997,159.79999999999998,-2.1000000000000227,0.0,1.2999999999999998,False,False
19.7,91.0,0.0,0.0,79.3,0.0,61,3.3,3.9,987.1,0.0,342.0,15.1,10.89,300.3,1.5,3.0,1.0,True,False
20.3,96.0,0.0,0.0,186.5,0.0,35,5.85,11.2,985.8,1.0,354.0,11.9,34.2225,561.5999999999999,0.6999999999999318,11.0,2.05,False,False
19.7,96.0,0.0,0.0,79.3,0.0,68,2.5,6.1,987.5,0.0,342.0,12.1,6.25,240.0,2.5,2.0,0.8,False,True
19.8,100.0,0.0,0.0,190.5,0.0,105,1.5,4.1,987.0,1.0,354.0,11.9,2.25,150.0,-0.1000000000000227,9.0,-1.7999999999999998,False,False
19.8,97.0,0.0,0.0,80.9,0.0,99,1.1,2.0,987.9,-2.0,342.0,12.0,1.2100000000000002,106.7,2.1000000000000227,1.0,-4.75,False,True
19.3,92.0,0.0,0.0,162.1,0.0,69,2.5,2.8,987.1,0.0,354.0,15.1,6.25,230.0,-0.3999999999999772,-4.0,0.0,True,False
20.2,100.0,0.0,0.0,190.5,0.0,99,1.9,3.9,986.4,1.0,354.0,11.8,3.61,190.0,-0.6000000000000227,0.0,0.3999999999999999,False,False
20.2,92.0,0.0,0.0,190.5,0.0,10,0.4,0.7,986.5,0.0,354.0,15.1,0.16,36.8,-1.3999999999999773,-5.0,-0.7000000000000001,True,False
20.0,96.0,0.0,0.0,80.9,0.0,117,1.3,3.0,987.3,-2.0,342.0,12.1,1.6900000000000002,124.8,0.1999999999999318,4.0,-1.2,False,True
20.1,96.0,0.0,0.0,80.9,0.0,128,0.7,2.3,987.3,-2.0,342.0,12.1,0.4899999999999999,67.19999999999999,0.8999999999999773,-4.0,-1.2,False,True
20.2,92.0,0.0,0.0,190.5,0.0,86,0.9,1.3,986.8,0.0,354.0,15.1,0.81,82.8,0.2999999999999545,0.0,0.5,True,False
20.2,100.0,0.0,0.0,190.5,0.0,104,1.2,2.3,986.6,1.0,354.0,11.9,1.44,120.0,-0.6999999999999318,4.0,-0.1,False,False
20.2,100.0,0.0,0.0,190.5,0.0,160,0.4,1.1,986.3,1.0,354.0,11.9,0.16,40.0,-1.0,4.0,-0.2999999999999999,False,False
20.1,91.0,0.0,0.0,80.9,0.0,89,1.0,3.0,986.9,-2.0,342.0,12.0,1.0,91.0,0.1000000000000227,-1.0,0.0999999999999999,False,True
20.1,92.0,0.0,0.0,80.9,0.0,104,1.0,1.2,986.5,0.0,342.0,15.1,1.0,92.0,-0.1000000000000227,-8.0,-0.1999999999999999,True,False
19.9,96.0,0.0,0.0,80.9,0.0,19,1.9,2.5,986.4,-2.0,342.0,12.1,3.61,182.4,0.1000000000000227,-4.0,1.5,False,True
20.3,99.0,0.0,0.0,190.5,0.0,67,1.3,1.7,985.8,1.0,354.0,11.9,1.6900000000000002,128.70000000000002,-1.1000000000000227,8.0,0.3,False,False
18.7,92.0,0.0,0.0,80.9,0.0,354,1.7,2.0,985.8,0.0,342.0,15.1,2.8899999999999997,156.4,-0.7000000000000455,0.0,0.7,True,False
18.6,92.0,0.0,0.0,80.9,0.0,1,1.0,1.3,986.1,0.0,342.0,15.1,1.0,92.0,-0.2999999999999545,-4.0,-0.8999999999999999,True,False
19.7,97.0,0.0,0.0,80.9,0.0,49,0.7,1.0,986.9,-2.0,342.0,12.1,0.4899999999999999,67.89999999999999,1.1000000000000227,-2.0,-0.6000000000000001,False,True
20.4,100.0,0.0,0.0,190.5,0.0,21,2.2,3.9,986.3,1.0,354.0,11.9,4.840000000000001,220.00000000000003,0.5,8.0,0.5000000000000002,False,False
20.3,100.0,0.0,0.0,190.5,0.0,1,2.3,3.4,986.3,1.0,354.0,11.9,5.289999999999999,229.99999999999997,0.1999999999999318,8.0,1.2999999999999998,False,False
19.3,92.0,0.0,0.0,80.9,0.0,350,1.8,2.0,986.8,0.0,342.0,15.1,3.24,165.6,-0.1000000000000227,-5.0,1.1,True,False
19.3,97.0,0.0,0.0,80.9,0.0,359,2.4,3.2,987.5,-2.0,342.0,12.1,5.76,232.8,1.2000000000000457,-3.0,0.1999999999999997,False,True
18.8,92.0,0.0,0.0,80.9,0.0,14,0.9,1.3,986.5,0.0,342.0,15.1,0.81,82.8,0.2000000000000454,-8.0,-1.4,True,False
18.8,98.0,0.0,0.0,80.9,0.0,5,2.2,2.8,987.0,0.0,342.0,12.0,4.840000000000001,215.6,0.2000000000000454,6.0,0.4000000000000001,False,True
19.7,100.0,0.0,0.0,190.5,0.0,12,3.5,5.9,986.5,1.0,354.0,11.9,12.25,350.0,-1.0,3.0,1.1,False,False
18.3,92.0,0.0,0.0,190.5,0.0,17,1.8,2.1,986.8,0.0,353.0,15.1,3.24,165.6,0.2999999999999545,0.0,0.9,True,False
19.6,100.0,0.0,0.0,190.5,0.0,8,1.8,2.8,986.8,22.0,354.0,11.9,3.24,180.0,-0.2000000000000454,2.0,-0.4000000000000001,False,False
18.8,99.0,0.0,0.0,80.9,0.0,355,1.4,1.7,987.5,16.0,342.0,12.0,1.9599999999999995,138.6,1.0,-1.0,-2.1,False,True
19.5,100.0,0.0,0.0,190.5,0.0,6,2.3,3.5,987.8,53.0,354.0,11.9,5.289999999999999,229.99999999999997,1.0,8.0,0.4999999999999998,False,False
18.8,99.0,0.0,0.0,80.9,0.0,16,2.2,3.2,988.2,32.0,342.0,12.0,4.840000000000001,217.8,1.400000000000091,-1.0,0.4000000000000001,False,True
18.8,92.0,0.0,0.0,80.9,0.0,17,2.1,2.5,987.5,0.0,342.0,15.1,4.41,193.2,0.0,-7.0,0.7000000000000002,True,False
18.9,99.0,0.0,0.0,80.9,0.0,24,2.0,2.4,988.8,66.0,342.0,12.1,4.0,198.0,1.0,-1.0,-0.2999999999999998,False,True
19.6,100.0,0.0,0.0,190.5,0.0,13,3.1,5.4,988.1,98.0,354.0,11.9,9.61,310.0,-0.1000000000000227,1.0,0.8999999999999999,False,False
19.6,92.0,0.0,0.0,190.5,0.0,11,1.1,1.6,988.1,0.0,354.0,15.1,1.2100000000000002,101.2,0.6000000000000227,0.0,-1.0,True,False
19.1,92.0,0.0,0.0,80.9,0.0,17,1.1,1.3,989.2,0.0,342.0,15.1,1.2100000000000002,101.2,0.4000000000000909,-7.0,-0.8999999999999999,True,False
19.7,100.0,0.0,0.0,190.5,0.0,18,3.2,5.7,989.0,165.0,354.0,11.9,10.240000000000002,320.0,0.8999999999999773,0.0,0.1,False,False
19.1,99.0,0.0,0.0,80.9,0.0,30,2.7,3.4,989.8,110.0,342.0,12.1,7.290000000000001,267.3,1.6999999999999318,7.0,1.6,False,True
20.1,100.0,0.0,0.0,190.5,0.0,18,2.9,4.4,989.6,247.0,354.0,11.9,8.41,290.0,0.3999999999999772,8.0,1.7999999999999998,False,False
18.9,99.0,0.0,0.0,80.9,0.0,16,1.6,2.3,990.3,162.0,342.0,12.1,2.5600000000000005,158.4,1.2999999999999543,-1.0,-1.6,False,True
17.0,91.0,0.0,0.0,80.9,0.0,0,1.6,1.8,989.5,0.0,342.0,15.1,2.5600000000000005,145.6,-0.2999999999999545,-8.0,-1.1,True,False
20.2,84.0,0.0,0.0,190.5,0.0,339,3.0,3.3,989.8,0.0,354.0,15.1,9.0,252.0,0.1999999999999318,-16.0,0.1,True,False
18.8,89.0,0.0,0.0,80.9,0.0,8,2.5,3.9,990.5,295.0,342.0,12.1,6.25,222.5,0.2000000000000454,-10.0,0.8999999999999999,False,True
20.2,96.0,0.0,0.0,190.5,0.0,15,4.0,6.5,989.8,327.5,354.0,11.9,16.0,384.0,0.2999999999999545,5.0,2.4,False,False
20.1,83.0,0.0,0.0,80.9,0.0,334,2.1,2.5,990.2,0.0,342.0,15.1,4.41,174.3,0.4000000000000909,-1.0,-0.8999999999999999,True,False
19.8,93.0,0.0,0.0,190.5,0.0,18,4.6,7.1,990.0,327.5,354.0,12.0,21.159999999999997,427.7999999999999,-0.5,4.0,2.0999999999999996,False,False
18.7,80.0,0.0,0.0,80.9,0.0,358,2.1,2.4,990.2,0.0,342.0,15.1,4.41,168.0,0.4000000000000909,-16.0,-1.9,True,False
18.7,88.0,0.0,0.0,80.9,0.0,30,2.5,3.0,990.9,327.5,342.0,12.1,6.25,220.0,0.6999999999999318,5.0,0.3999999999999999,False,True
19.9,94.0,0.0,0.0,190.5,0.0,18,2.5,3.8,990.3,327.5,355.0,11.9,6.25,235.0,0.2999999999999545,1.0,-2.0999999999999996,False,False
18.6,78.0,0.0,0.0,80.9,0.0,333,0.5,0.9,990.5,0.0,342.0,15.1,0.25,39.0,0.2999999999999545,-2.0,-1.6,True,False
18.6,86.0,0.0,0.0,80.9,0.0,30,2.3,3.0,991.3,327.5,342.0,12.1,5.289999999999999,197.8,0.3999999999999772,-2.0,-0.2000000000000001,False,True
19.6,89.0,0.0,0.0,190.5,0.0,15,1.9,3.7,990.5,327.5,354.0,11.9,3.61,169.1,0.2000000000000454,-5.0,-0.6000000000000001,False,False
20.0,90.0,0.0,0.0,190.5,0.0,25,2.5,4.3,990.9,327.5,354.0,11.9,6.25,225.0,0.3999999999999772,12.0,2.0,False,False
18.5,88.0,0.0,0.0,80.9,0.0,17,4.1,5.3,991.9,226.0,342.0,12.1,16.81,360.7999999999999,0.6000000000000227,2.0,1.7999999999999998,False,True
20.4,81.0,0.0,0.0,190.5,0.0,0,4.5,5.6,991.2,0.0,354.0,15.1,20.25,364.5,0.7000000000000455,-8.0,2.6,True,False
18.9,79.0,0.0,0.0,190.5,0.0,5,4.8,6.1,991.2,0.0,354.0,15.1,23.04,379.2,0.3000000000000682,-11.0,2.3,True,False
18.9,92.0,0.0,0.0,190.5,0.0,25,5.85,9.3,990.8,327.5,354.0,11.9,34.2225,538.1999999999999,-1.1000000000000227,4.0,1.75,False,False
18.3,88.0,0.0,0.0,190.5,0.0,19,5.6,8.6,991.1,327.5,353.0,11.9,31.359999999999996,492.7999999999999,-0.1000000000000227,7.0,1.0999999999999996,False,False
18.3,79.0,0.0,0.0,190.5,0.0,344,3.1,4.4,991.2,0.0,353.0,15.1,9.61,244.9,0.0,0.0,-1.6999999999999995,True,False
18.4,80.0,0.0,0.0,190.5,0.0,345,2.6,2.9,991.2,0.0,353.0,15.1,6.760000000000001,208.0,0.4000000000000909,-12.0,-3.2499999999999996,True,False
18.4,89.0,0.0,0.0,190.5,0.0,12,5.1,7.9,991.1,327.5,353.0,12.0,26.01,453.9,0.0,1.0,-0.5,False,False
18.2,90.0,0.0,0.0,190.5,0.0,18,5.4,8.6,991.5,58.0,354.0,11.9,29.160000000000004,486.00000000000006,0.2999999999999545,11.0,2.3000000000000003,False,False
18.8,79.0,0.0,0.0,80.9,0.0,358,4.8,5.9,991.5,0.0,342.0,15.1,23.04,379.2,0.2999999999999545,-1.0,2.1999999999999997,True,False
18.9,77.0,0.0,0.0,80.9,0.0,3,3.4,3.8,991.9,0.0,342.0,15.1,11.56,261.8,0.7999999999999545,-12.0,-1.6999999999999995,True,False
18.1,89.0,0.0,0.0,190.5,0.0,16,5.85,9.5,991.4,21.0,354.0,11.9,34.2225,520.65,-0.1000000000000227,-1.0,0.4499999999999993,False,False
18.1,79.0,0.0,0.0,190.5,0.0,358,5.0,6.9,992.2,0.0,354.0,15.1,25.0,395.0,0.7000000000000455,0.0,0.2000000000000001,True,False
18.1,89.0,0.0,0.0,190.5,0.0,13,5.85,9.7,991.8,1.0,354.0,11.9,34.2225,520.65,-0.1000000000000227,12.0,2.4499999999999997,False,False
17.0,81.0,0.0,0.0,80.9,0.0,9,4.2,6.3,993.1,-2.0,342.0,12.1,17.64,340.2,1.7000000000000457,-8.0,-1.6499999999999997,False,True
20.1,75.0,0.0,0.0,190.5,0.0,3,4.0,4.3,992.6,0.0,354.0,15.1,16.0,300.0,0.3999999999999772,-4.0,-1.0,True,False
17.8,87.0,0.0,0.0,190.5,0.0,13,5.85,10.1,992.4,1.0,354.0,11.9,34.2225,508.95,0.6000000000000227,-2.0,0.0,False,False
18.8,69.0,0.0,0.0,80.9,0.0,347,3.3,4.0,992.9,0.0,342.0,15.1,10.89,227.7,-0.2000000000000454,-12.0,-0.9000000000000004,True,False
17.6,83.0,0.0,0.0,190.5,0.0,9,5.8,8.7,992.6,1.0,354.0,11.9,33.64,481.4,0.0,8.0,1.7999999999999998,False,False
18.4,71.0,0.0,0.0,80.9,0.0,347,2.9,3.1,992.9,0.0,342.0,15.1,8.41,205.9,0.5,-16.0,-2.9499999999999997,True,False
17.5,82.0,0.0,0.0,190.5,0.0,5,4.6,9.2,992.5,1.0,354.0,11.9,21.159999999999997,377.2,-0.3999999999999772,13.0,1.2999999999999998,False,False
16.7,75.0,0.0,0.0,80.9,0.0,1,2.4,3.4,993.7,-2.0,342.0,12.0,5.76,180.0,1.1000000000000227,-8.0,-3.4,False,True
18.0,73.0,0.0,0.0,190.5,0.0,353,4.8,5.8,993.6,0.0,354.0,15.1,23.04,350.4,0.7000000000000455,2.0,1.9,True,False
18.0,85.0,0.0,0.0,190.5,0.0,11,4.4,7.7,993.3,1.0,354.0,12.0,19.360000000000003,374.00000000000006,0.7999999999999545,3.0,-0.1999999999999993,False,False
17.0,77.0,0.0,0.0,80.9,0.0,322,1.3,2.8,994.3,-2.0,342.0,12.0,1.6900000000000002,100.1,0.599999999999909,2.0,-1.1,False,True
17.4,75.0,0.0,0.0,80.9,0.0,11,2.0,2.6,993.6,0.0,342.0,15.1,4.0,150.0,0.0,2.0,-2.8,True,False
17.4,79.0,0.0,0.0,80.9,0.0,31,1.6,2.9,994.2,-2.0,342.0,12.0,2.5600000000000005,126.4,0.900000000000091,-6.0,-2.8000000000000003,False,True
18.6,87.0,0.0,0.0,190.5,0.0,11,4.0,5.7,993.2,1.0,354.0,11.8,16.0,348.0,-1.099999999999909,10.0,2.7,False,False
19.4,90.0,0.0,0.0,190.5,0.0,17,4.6,6.4,993.2,1.0,354.0,12.0,21.159999999999997,413.99999999999994,-0.3999999999999772,15.0,2.5999999999999996,False,False
19.7,80.0,0.0,0.0,190.5,0.0,326,1.1,1.3,993.6,0.0,354.0,15.1,1.2100000000000002,88.0,-0.6000000000000227,1.0,-0.5,True,False
19.9,81.0,0.0,0.0,190.5,0.0,3,2.1,2.5,993.2,0.0,354.0,15.1,4.41,170.1,0.0,-6.0,-1.9,True,False
19.8,94.0,0.0,0.0,190.5,0.0,52,1.0,2.6,993.2,1.0,354.0,11.9,1.0,94.0,0.0,4.0,-3.5999999999999996,False,False
18.4,89.0,0.0,0.0,80.9,0.0,0,1.6,2.4,994.5,0.0,342.0,12.2,2.5600000000000005,142.4,0.8999999999999773,9.0,0.5,False,True
20.0,85.0,0.0,0.0,190.5,0.0,355,2.3,2.6,993.6,0.0,354.0,15.1,5.289999999999999,195.49999999999997,0.3999999999999772,4.0,0.1999999999999997,True,False
20.0,96.0,0.0,0.0,190.5,0.0,40,1.4,2.8,993.6,2.0,354.0,11.9,1.9599999999999995,134.39999999999998,0.3999999999999772,2.0,0.3999999999999999,False,False
19.6,94.0,0.0,0.0,190.5,0.0,14,4.5,6.0,994.5,41.0,355.0,11.9,20.25,423.0,0.0,5.0,2.9,False,False
19.6,82.0,0.0,0.0,190.5,0.0,344,1.2,1.6,994.2,0.0,355.0,15.1,1.44,98.4,0.6000000000000227,-3.0,-1.1,True,False
18.1,87.0,0.0,0.0,80.9,0.0,358,0.5,1.5,995.1,74.0,342.0,12.0,0.25,43.5,1.5,-9.0,-0.8999999999999999,False,True
19.9,94.0,0.0,0.0,190.5,0.0,64,1.4,3.5,995.5,171.0,355.0,11.9,1.9599999999999995,131.6,1.0,0.0,-3.1,False,False
20.3,79.0,0.0,0.0,190.5,0.0,30,1.5,1.7,995.3,0.0,353.0,15.1,2.25,118.5,1.099999999999909,-3.0,0.3,True,False
20.3,79.0,0.0,0.0,190.5,0.0,52,1.2,1.3,995.6,0.0,354.0,15.1,1.44,94.8,0.5,-8.0,0.7,True,False
19.3,83.0,0.0,0.0,80.9,0.0,121,1.4,2.8,996.4,327.5,342.0,12.1,1.9599999999999995,116.2,0.8999999999999773,-11.0,0.0,False,True
19.9,90.0,0.0,0.0,190.5,0.0,94,2.7,4.3,995.6,327.5,355.0,12.0,7.290000000000001,243.00000000000003,0.3000000000000682,11.0,1.2000000000000002,False,False
20.0,87.0,0.0,0.0,190.5,0.0,94,2.6,4.4,996.2,327.5,355.0,12.0,6.760000000000001,226.2,0.6000000000000227,8.0,1.4,False,False
19.8,82.0,0.0,0.0,80.9,0.0,103,1.1,2.0,997.2,327.5,342.0,12.1,1.2100000000000002,90.2,0.8000000000000682,-1.0,-0.2999999999999998,False,True
18.6,73.0,0.0,0.0,80.9,0.0,80,0.7,0.8,996.6,0.0,342.0,15.1,0.4899999999999999,51.099999999999994,1.0,-17.0,-2.0,True,False
20.1,87.0,0.0,0.0,190.5,0.0,86,2.4,3.8,996.4,327.5,355.0,12.0,5.76,208.8,0.1999999999999318,0.0,-0.2000000000000001,False,False
19.6,81.0,0.0,0.0,80.9,0.0,96,0.9,2.1,997.1,327.5,342.0,12.0,0.81,72.9,-0.1000000000000227,-1.0,-0.2,False,True
17.8,75.0,0.0,0.0,80.9,0.0,61,1.5,1.8,996.3,0.0,342.0,15.1,2.25,112.5,-0.3000000000000682,2.0,0.8,True,False
19.3,78.0,0.0,0.0,190.5,0.0,57,1.6,1.9,996.6,0.0,355.0,15.1,2.5600000000000005,124.8,0.2000000000000454,-9.0,-0.7999999999999998,True,False
19.3,84.0,0.0,0.0,190.5,0.0,73,4.9,6.0,996.5,327.5,355.0,11.9,24.010000000000005,411.6,-0.6000000000000227,3.0,4.0,False,False
17.5,74.0,0.0,0.0,190.5,0.0,54,1.9,2.1,997.3,0.0,354.0,15.1,3.61,140.6,1.0,-1.0,0.3999999999999999,True,False
19.8,85.0,0.0,0.0,80.9,0.0,65,1.9,2.5,998.0,327.5,342.0,12.2,3.61,161.5,1.3999999999999773,7.0,0.2999999999999998,False,True
19.5,82.0,0.0,0.0,190.5,0.0,67,3.2,4.4,997.2,327.5,354.0,12.0,10.240000000000002,262.40000000000003,0.7000000000000455,-2.0,-1.7000000000000002,False,False
19.7,79.0,0.0,0.0,190.5,0.0,6,2.2,2.5,997.3,0.0,354.0,15.1,4.840000000000001,173.8,0.0,5.0,0.3000000000000002,True,False
19.7,82.0,0.0,0.0,190.5,0.0,55,1.6,3.4,997.0,327.5,354.0,11.9,2.5600000000000005,131.20000000000002,-1.0,-3.0,-0.2999999999999998,False,False
19.7,80.0,0.0,0.0,80.9,0.0,60,1.4,2.7,997.7,327.5,342.0,12.1,1.9599999999999995,112.0,0.5,-2.0,-1.8000000000000005,False,True
19.7,82.0,0.0,0.0,190.5,0.0,53,1.9,3.4,996.8,327.5,354.0,11.9,3.61,155.79999999999998,-0.5,3.0,-0.3000000000000002,False,False
19.9,79.0,0.0,0.0,80.9,0.0,32,1.8,2.1,997.0,0.0,342.0,15.1,3.24,142.20000000000002,0.0,-3.0,0.1999999999999999,True,False
19.9,84.0,0.0,0.0,80.9,0.0,44,1.7,2.7,997.5,327.5,342.0,12.1,2.8899999999999997,142.79999999999998,-0.2000000000000454,4.0,0.3,False,True
19.4,79.0,0.0,0.0,80.9,0.0,43,1.8,2.5,997.4,327.5,342.0,12.1,3.24,142.20000000000002,0.6000000000000227,-3.0,-0.0999999999999998,False,True
19.9,81.0,0.0,0.0,190.5,0.0,48,1.8,3.4,996.7,327.5,354.0,12.0,3.24,145.8,-0.2999999999999545,2.0,0.0,False,False
20.2,82.0,0.0,0.0,190.5,0.0,29,3.9,5.0,996.5,327.5,353.0,12.0,15.21,319.8,-1.0,-2.0,2.2,False,False
19.3,79.0,0.0,0.0,80.9,0.0,35,2.0,2.8,997.1,327.5,342.0,12.1,4.0,158.0,-0.2999999999999545,0.0,0.1999999999999999,False,True
19.3,74.0,0.0,0.0,80.9,0.0,348,2.8,3.3,996.6,0.0,342.0,15.1,7.839999999999999,207.2,-0.1000000000000227,-7.0,0.9999999999999998,True,False
19.4,79.0,0.0,0.0,80.9,0.0,43,1.4,2.3,996.8,86.0,342.0,12.1,1.9599999999999995,110.6,0.2999999999999545,-3.0,-2.5,False,True
20.2,86.0,0.0,0.0,190.5,0.0,36,3.8,5.5,995.8,327.5,353.0,12.0,14.44,326.8,-1.3000000000000682,7.0,1.7999999999999998,False,False
20.2,74.0,0.0,0.0,190.5,0.0,57,1.3,1.6,995.9,0.0,353.0,15.1,1.6900000000000002,96.2,-0.7000000000000455,0.0,-1.4999999999999998,True,False
19.3,76.0,0.0,0.0,80.9,0.0,42,1.7,2.0,995.6,0.0,342.0,15.1,2.8899999999999997,129.2,-1.1999999999999318,-3.0,0.3,True,False
19.3,81.0,0.0,0.0,80.9,0.0,98,0.5,0.9,996.2,41.0,342.0,12.1,0.25,40.5,0.4000000000000909,-5.0,-3.3,False,True
20.3,85.0,0.0,0.0,190.5,0.0,56,1.5,3.4,995.5,327.5,353.0,11.9,2.25,127.5,-0.3999999999999772,11.0,0.1999999999999999,False,False
19.3,79.0,0.0,0.0,80.9,0.0,0,0.4,0.8,996.4,31.0,342.0,12.1,0.16,31.6,0.7999999999999545,3.0,-1.2999999999999998,False,True
20.3,85.0,0.0,0.0,190.5,0.0,34,2.3,3.7,995.6,166.0,354.0,11.9,5.289999999999999,195.49999999999997,-0.6000000000000227,4.0,1.7999999999999998,False,False
19.3,77.0,0.0,0.0,80.9,0.0,48,1.4,1.7,995.6,0.0,342.0,15.1,1.9599999999999995,107.8,0.1000000000000227,-8.0,-0.1,True,False
18.6,75.0,0.0,0.0,80.9,0.0,51,1.4,1.6,995.6,0.0,342.0,15.1,1.9599999999999995,105.0,-0.7999999999999545,-4.0,1.0,True,False
18.6,73.0,0.0,0.0,80.9,0.0,98,0.6,1.1,996.4,12.0,342.0,12.1,0.36,43.8,0.7999999999999545,-12.0,-1.6999999999999995,False,True
20.0,86.0,0.0,0.0,190.5,0.0,64,1.2,2.3,995.7,17.0,354.0,11.9,1.44,103.2,0.1000000000000227,9.0,-0.1999999999999999,False,False
17.8,67.0,0.0,0.0,80.9,0.0,119,0.7,1.6,996.3,-2.0,342.0,12.1,0.4899999999999999,46.9,0.6999999999999318,-8.0,-0.7,False,True
17.8,74.0,0.0,0.0,80.9,0.0,84,0.9,1.1,995.6,0.0,342.0,15.1,0.81,66.60000000000001,-0.7999999999999545,1.0,0.3,True,False
20.0,87.0,0.0,0.0,190.5,0.0,101,1.0,1.5,995.7,0.0,355.0,12.0,1.0,87.0,0.0,1.0,-0.1999999999999999,False,False
17.2,79.0,0.0,0.0,80.9,0.0,159,1.2,1.4,995.9,0.0,342.0,15.1,1.44,94.8,-0.3999999999999772,12.0,0.5,True,False
19.8,86.0,0.0,0.0,190.5,0.0,99,0.3,1.0,996.2,1.0,353.0,11.9,0.09,25.8,0.6000000000000227,12.0,-0.6000000000000001,False,False
17.2,59.0,0.0,0.0,80.9,0.0,125,0.8,1.2,996.8,-3.0,342.0,12.0,0.6400000000000001,47.2,1.099999999999909,-28.0,-0.1999999999999999,False,True
18.4,71.0,0.0,0.0,80.9,0.0,120,0.8,1.6,996.9,-3.0,342.0,12.1,0.6400000000000001,56.8,1.0,-8.0,-0.3999999999999999,False,True
19.8,87.0,0.0,0.0,190.5,0.0,73,1.0,1.5,996.3,1.0,354.0,11.9,1.0,87.0,0.099999999999909,1.0,0.7,False,False
18.4,78.0,0.0,0.0,80.9,0.0,91,1.6,1.8,996.3,0.0,342.0,15.1,2.5600000000000005,124.8,-0.5,19.0,0.8,True,False
20.0,90.0,0.0,0.0,190.5,0.0,75,1.2,1.5,996.5,1.0,354.0,11.9,1.44,108.0,-0.3999999999999772,19.0,0.3999999999999999,False,False
23.0,79.0,0.0,0.0,81.0,0.0,130,1.3,1.6,996.3,0.0,342.0,15.1,1.6900000000000002,102.7,0.0,-8.0,0.3,True,False
18.5,71.0,0.0,0.0,80.9,0.0,66,0.8,2.4,997.0,-2.0,342.0,12.1,0.6400000000000001,56.8,0.7000000000000455,-7.0,-0.8,False,True
18.4,67.0,0.0,0.0,80.9,0.0,110,1.1,2.6,997.0,-3.0,342.0,12.1,1.2100000000000002,73.7,0.5,-23.0,-0.0999999999999998,False,True
20.0,90.0,0.0,0.0,190.5,0.0,101,0.5,0.8,996.3,1.0,354.0,11.9,0.25,45.0,0.0,11.0,-0.8,False,False
20.0,80.0,0.0,0.0,190.5,0.0,144,1.0,1.2,996.3,0.0,354.0,15.1,1.0,80.0,-0.7000000000000455,9.0,0.1999999999999999,True,False
22.9,79.0,0.0,0.0,190.5,0.0,115,0.8,1.3,995.9,0.0,355.0,15.1,0.6400000000000001,63.2,-1.1000000000000227,12.0,-0.3,True,False
18.5,63.0,0.0,0.0,80.9,0.0,121,1.4,3.1,996.6,-3.0,342.0,12.2,1.9599999999999995,88.19999999999999,0.3000000000000682,-27.0,0.8999999999999999,False,True
19.3,80.0,0.0,0.0,190.5,0.0,169,1.2,2.0,996.0,1.0,354.0,11.8,1.44,96.0,-0.2999999999999545,0.0,0.1999999999999999,False,False
19.1,65.0,0.0,0.0,80.9,0.0,130,0.4,0.7,996.6,-3.0,342.0,12.1,0.16,26.0,0.7000000000000455,-14.0,-0.4,False,True
18.7,74.0,0.0,0.0,190.5,0.0,199,1.6,2.6,996.1,0.0,355.0,11.9,2.5600000000000005,118.4,-0.5,11.0,0.2000000000000001,False,False
22.9,81.0,0.0,0.0,190.5,0.0,173,1.1,1.3,995.9,0.0,354.0,15.1,1.2100000000000002,89.10000000000001,-0.1000000000000227,1.0,-0.0999999999999998,True,False
18.6,75.0,0.0,0.0,190.5,0.0,191,1.6,2.7,996.1,1.0,355.0,11.9,2.5600000000000005,120.0,-0.5,10.0,1.2000000000000002,False,False
